,O-LIFE-UE,O-LIFE-IA,O-LIFE-CD,O-LIFE-IA-covars,O-LIFE-CD-covars
54,0.014778967770404192,0.0003806188356735663,0.010031715465068826,0.0024425449124731266,0.002023906199379293
55,0.009644928852238168,0.0011743786218822707,0.015023922371035548,0.0046890676241938,0.013521762151550074
56,0.006675649423639543,0.01697169686584462,1.384879146334502e-05,0.018845698986318687,0.001442225502125583
57,0.0002627679521995477,0.0005295922817198159,0.00026341557030384205,0.0081927270742986,0.0014338679807202337
58,0.003661549106358193,0.006697053767238587,0.0014294222856539598,0.0015454313375306604,0.00015984692903972823
59,0.012755068551055166,0.005620372717853234,0.003989718950397793,0.002944757150724375,8.007622929568874e-06
60,0.004374940410555036,0.006439460767602219,0.013217223368036657,0.0016066020488844273,0.007762328329884362
61,2.5407573808202263e-05,0.0017469517637381787,0.004826687739178439,1.0890953203065511e-05,0.005453450570069029
62,0.008714670388080723,0.005888892897181594,2.7648164808428257e-05,5.436896177773613e-06,7.615131877429647e-05
63,0.007953412414588214,0.0037262385766259273,0.0006380610544674612,0.001672768598085338,2.6436726753331084e-05
64,0.00617011454713462,0.0013724231994095752,0.00277654194582827,0.010379215009575667,0.0012533863895962376
65,0.0023814553496074287,0.0015747517720937467,0.0030753862707076896,0.0018618005742394824,0.0016089019034855338
66,0.0012602154086807896,0.0014750695699129665,0.0033478029777718283,0.007462459029961613,0.004517298127642208
67,0.0017637504503509253,0.0008232019957258723,3.312090911603614e-06,0.0013197681493695725,1.2837950753302384e-06
68,0.0006003255667105629,0.00167839863258742,0.004709329356107871,0.006471075998340574,0.001254514825480419
69,0.006907113859696504,0.0019359186999104573,0.002156671565537419,0.002527496814496166,0.001984031764717859
70,0.0004905595763218876,0.001568813660012693,1.841441703228239e-05,0.0064000364835919855,0.00022377220383896267
71,0.002686164701520026,0.009422492528851266,6.70059765483548e-05,0.005089211255362731,3.4782369214998086e-05
72,0.000683007100261975,0.00019752404745196364,4.175064833889745e-05,0.00017201890461661734,0.000259358353501603
73,0.015320419561557181,0.00014957150099407515,0.01485950802639987,0.008236182370143823,0.012101409270336486
74,0.0037846004661055217,0.012423406565399607,0.00608305642951443,0.0033635169355374413,0.0033912120111735866
75,0.027967572408838983,0.003207409278400019,0.0006331385724434504,0.0011412161284717942,0.005046177540245207
76,0.0028928179889873037,0.0011445344346996008,0.0002815783915528783,0.00011419272102958865,0.0002370403118256091
77,0.0018839163373503235,0.00014533209921314638,0.008171170477899808,0.00016234270296747465,0.004686118243322389
78,0.0011207458719396496,0.013034461144895093,0.011400570346750275,0.0012264713304816252,0.022619599634790623
79,0.000209358267292481,0.0033757897067705767,0.007007897032101541,0.006602467728268131,0.0014326923001374379
80,0.0022049807690435195,0.0034135702551312394,0.0002570827859740799,0.000333307606617918,0.003059024030589577
81,0.0007294521559957832,0.0004165852631744378,0.0050096024511986385,0.0012240952945666188,0.00029904172587803476
82,0.001275435161317327,0.026895278417479233,0.018373999815635377,0.010756859963661151,0.01145900554372473
83,0.004552843891638739,0.01061016774737956,0.004018170341425283,0.0076588620329297065,0.00503665461961853
84,0.0004864302052891773,0.0006090522290851779,0.0012942133434693359,9.337760446462276e-05,0.00020113780762380024
85,1.641053836537562e-06,0.00839135664744136,0.0005312052684558633,0.0010667482891516453,0.004359252598838494
86,0.003614799297165156,2.4348781046629236e-05,0.0002553565461556421,0.008701067636126535,5.8745741705133774e-05
87,0.0025249456062156664,0.004023890909679657,0.03855372307006216,0.0034596574446293274,0.020693065832711133
88,0.00286696192078638,0.008696774163010573,0.00037938106290590215,0.012650358075752622,0.0015695799295297964
89,0.0036463916060858,0.00010429454730340452,0.005667641917457088,0.0013183190956713407,0.001782652321340438
90,0.0004277248369230211,0.0001350910857036558,0.0007577040853455324,0.002854228337069709,0.00144002229868542
91,1.2348779335856544e-06,0.004025590602950167,0.0002691432947891935,0.00035315552848381586,0.0004929594344388503
92,0.0009199260507801076,1.1213763446926503e-06,0.0018450611948275294,0.0013149578656975578,0.013070242589114673
93,0.0011475416167667425,0.01721040593483744,0.007128772072281825,0.01096453350081261,0.005527498223091534
94,0.0053266859086314325,0.008355272167835359,0.002802506225883221,0.004728819690137098,0.005693375684227324
95,0.009642923568905075,0.00932071288937751,0.01036884178294277,0.013728485655695873,0.008386662313050538
96,0.0017783251252739883,0.005652005617364107,5.05889156208342e-05,0.0007082890364774364,0.0016516000090385557
97,0.002305485801350155,0.00010419598577510209,0.012620084513876044,0.003784419396480905,0.009290712672323611
98,0.013489737962548222,0.0009221480123559864,0.008555165211560509,0.0045650238725427296,0.007176619968907687
99,0.0009580341684382598,2.2881980685690195e-06,0.0010026696088082947,0.0021353034283391422,0.0006046022120748443
100,0.0017932860262234959,0.007664260427943847,0.03840347208394848,9.861967355690859e-06,0.0013845397953060018
101,0.00798314010169771,0.012473872887163527,0.01881343495488985,0.005941559687173743,0.0008173220085939804
102,0.0009731011808623174,0.024391959199111336,0.010644183554064072,0.01774568336399021,0.0010368112628100896
103,0.02293019747470058,0.05931840247676999,2.1912133310803128e-07,0.029736366338954538,0.01494767805349577
104,0.02428845647956692,0.0006471439107030042,0.005946903359328772,0.0014888423562044778,0.003427732920283212
105,0.022527188077445724,0.0012059350715974055,0.006584403695618101,0.004020980624762386,0.0036631924749768357
106,0.13344674407419482,0.00206509607458544,0.0003819278013436608,0.0007063385503112026,0.003845236012527463
107,6.269276550516082e-05,0.0002223158279595642,0.0009314146653270984,0.0011658431995651003,0.0069703515549907795
108,0.005102486461678929,0.011786490737248299,0.00811034838438882,0.0008349666292914251,0.004820574201531143
109,0.008421018168239031,0.014128568905206662,0.03208990875881687,0.009297787078778841,0.009703520245284829
110,0.0012636463584386657,0.009048585116220139,0.0003680384575728827,0.001063992381276236,5.589202034898871e-05
111,0.01914305377190982,0.015741053861641104,0.004027362774240898,0.01608759632841177,0.0003123480257098026
112,0.01216126848710777,0.013946008218493868,0.0004955503874844873,0.005047398021874381,0.0036511311029007445
113,0.01565003196853849,0.02492117569551107,1.199019410684473e-07,0.006035531018678427,7.0655284375056025e-06
114,0.014558232331520395,0.005610927632676723,0.0342800675187051,0.00016446530224668314,0.003831933467597937
115,0.002372010692948179,0.006696679832633949,0.03601468392136254,0.001181015265199485,0.012537596103008372
116,0.07055248721436981,0.021960620364600995,0.009104213776914494,0.015444762668273297,0.007239528439926654
117,0.016740542337143765,0.0017710021150292214,0.00459163052940169,0.06388004638281027,0.007910560951049939
118,0.4241670233400062,0.06873044539855162,0.07867091923244682,0.002071956684729749,0.020378184317188193
119,0.011016158059421383,0.03427134048090679,0.03105896790684195,0.007145469173837772,0.000500245540173848
120,0.027327694365347092,0.057197366885023665,0.028611822229322854,0.042468614437212025,0.02548135584681636
121,0.003003118014167605,0.0006185139207648978,1.1224926886430803e-06,0.04928630998490099,0.00043091821991936594
